,dialog,summary,finetuned_predicted
149,"549761: @MicrosoftHelps  my BITS service resets it's Startup type from disabled to automatic.It leeches on to my bandwidth like crazy. Please provide a solution.
549761: @MicrosoftHelps I am using Windows 10 Home Single Language. Nothing specific happened prior to this issue. Just the service used to leech on to bandwidth (it claims to use idle network but doesn't) . I want it to stop from resetting Startup type from disabled to automatic.
MicrosoftHelps: @549761 Hello, Pratik! Were we able to resolve your concern? If no, we're just one tweet away if you have other concerns. If yes, please send us your feedback about your experience with our support here: https://t.co/CczzJgTng1. 😊
",Customer enquirers about BITS service reset it startup type from disabled to automatic. Agent informs customer to send a feedback about  his experience on given URL.,Customer is complaining that his BITS service resets it's startup type from disabled to automatic. Agent updated that to send them their feedback about their experience with their support through the provided link and also informed that they are just one tweet away if they have any other concerns.
150,"387867: @NikeSupport NRC app failed to update my activity for last two runs. It's really disappointing
NikeSupport: @387867 Can you pass us a screenshot of what you're seeing?
",The customer is complaining that his nrc app is updating his last two runs. The agent asked to share the screenshot of what they are facing for further assistance.,The customer is complaining that the NRC app failed to update his activity for last two runs. The agent asked to share the screenshot of the issue and asked the customer to reach out them if they need any further assistance for the same issue to resolve the issue further on their own.
151,"387867: @NikeSupport NRC app failed to update my activity for last two runs. It's really disappointing
NikeSupport: @387867 Let's figure this out, D. What device, operating system and NRC app version are you using?
NikeSupport: @387867 We aren't quite following. Did the NRC app crash when you went to save your runs?
NikeSupport: @387867 We'll be able to assist you better if you're able to pass us a screenshot of what you're seeing.
387867: @NikeSupport The top two runs are manually added
NikeSupport: @387867 What happens when you save the run at the end?
","Customer complaining that NRC app failed to update my activity for last two runs. Agent asked that what's the device, OS and version of NRC using and asked for screenshot.So that they can work on it.",Customer is complaining that NRC app failed to update his activity for last two runs. Agent updated that they will assist better if they can pass them a screenshot of what they are seeing. Finally informed that the top two runs are manually added and asked what happens when you save the run at the end.
152,"169955: @AirAsiaSupport may i know the flight number from CGK to KUL 8.30am? Coz my bag will be brought with that flight. My flight is QZ200 5.30am
169955: @AirAsiaSupport And also pls help to check my bag status is it correct will be carried by that flight? Thanks
AirAsiaSupport: @169955 Sorry FF, can you explain further? ad provide a case number or booking number for a check please? -Yana
169955: @AirAsiaSupport Thanks anyway for your prompt assistance
",Customer is inquiring about flight timing to collect his baggage. Agent apologies on customers bad experience and ask for further assistance.,Customer is enquiring about the flight number from CGK to KUL 8.30am. Agent updated the customer to provide case number or booking number for a check and also asked to check the bag status is it correct will be carried by that flight and also informed that the flight is QZ200 5.30AM.
153,"169955: @AirAsiaSupport may i know the flight number from CGK to KUL 8.30am? Coz my bag will be brought with that flight. My flight is QZ200 5.30am
AirAsiaSupport: @169955 You meat the flight today at 08.35 correct? It is AK -381 FF =) Yana
AirAsiaSupport: @169955 You meat the flight today at 08.35 correct? It is AK -381 FF =) Yana
169955: @AirAsiaSupport And also pls help to check my bag status is it correct will be carried by that flight? Thanks
169955: @AirAsiaSupport No worries. I got my bag alrdy. Ur ground staff in CGK provided incorrect info and made my life miserable and messed up.
",Customer is requesting for the flight number to know the status of his bag. Agent shares the flight number by confirming the timings of the flight.,Customer is enquiring about the flight number from CGK to KUL 8.30am. Agent updated the customer to check the bag status is it correct will be carried by that flight and also informed that ground staff in CGK provided incorrect info and made their life miserable and messed up.
154,"169955: @AirAsiaSupport may i know the flight number from CGK to KUL 8.30am? Coz my bag will be brought with that flight. My flight is QZ200 5.30am
169955: @AirAsiaSupport may i know the flight number from CGK to KUL 8.30am? Coz my bag will be brought with that flight. My flight is QZ200 5.30am
169955: @AirAsiaSupport Yes correct. What time it will arriving KUL? I need to take my bagage tq
AirAsiaSupport: @169955 Sorry FF, can you explain further? ad provide a case number or booking number for a check please? -Yana
AirAsiaSupport: @169955 apologies on that,  Do let us know If any Further assistance is Needed. Thank you and have a Great day- Mich
",The customer asking the flight number from CGK to KUL since his bag will be brought with that flight and asks at what time it will arrive to KUL. The agent asks to provide a case number or booking number to check and asks to contact them again for further assistance.,Customer is enquiring about the flight number from CGK to KUL 8.30am and asking what time it will arrive KUL. Agent updated that to let them know if any further assistance is needed. Finally informed to provide case number or booking number for a check.
155,"472071: @XboxSupport why aren't I getting notifications anymore on my Xbox? I've checked settings and there all on, done a hard restart.... nothing!
XboxSupport: @472071 Hi there, please try a soft factory reset of your Xbox One console: https://t.co/K9uQAXh0DA selecting  1 ^ZM
472071: @XboxSupport Yea tried it and still nothing ??????
XboxSupport: @472071 …power cycle: https://t.co/hTDp5ivpor &amp; sign in again, any change?  ^QZ
",Customer is asking the notifications which he is not getting in the Xbox. Agent says to power cycle &amp and sign in again.,Customer is complaining that why aren't getting notifications anymore on his Xbox. Agent updated that to try a soft factory reset of his Xbox one console and asked to sign in again to get any change in the settings and also asked to check the power cycle of the Xbox one.
156,"472071: @XboxSupport why aren't I getting notifications anymore on my Xbox? I've checked settings and there all on, done a hard restart.... nothing!
472071: @XboxSupport why aren't I getting notifications anymore on my Xbox? I've checked settings and there all on, done a hard restart.... nothing!
XboxSupport: @472071 Hi there, please try a soft factory reset of your Xbox One console: https://t.co/K9uQAXh0DA selecting  1 ^ZM
472071: @XboxSupport Sorry not tried this, will give it a go now see if anything changes after it
XboxSupport: @472071 Thanks for reaching back out! To check, do other profiles on the console receive notifications normally when signed in?  ^QZ
",Customer having an issue as he not receiving any notification from his xbox. Agent is requesting customer to do factory reset  n asking to resign of his profile.,Customer is complaining that why aren't getting notifications anymore on his Xbox. Agent updated that to check other profiles on the console receive notifications normally when signed in and asked the customer to try a soft factory reset of his Xbox one console via provided link and also informed that he will give it a go to see if anything changes after it.
157,"472071: @XboxSupport why aren't I getting notifications anymore on my Xbox? I've checked settings and there all on, done a hard restart.... nothing!
472071: @XboxSupport why aren't I getting notifications anymore on my Xbox? I've checked settings and there all on, done a hard restart.... nothing!
XboxSupport: @472071 Hi there, please try a soft factory reset of your Xbox One console: https://t.co/K9uQAXh0DA selecting  1 ^ZM
XboxSupport: @472071 …power cycle: https://t.co/hTDp5ivpor &amp; sign in again, any change?  ^QZ
",The customer is asking why he is not getting the notifications anymore on his Xbox even after restarting. The agent asks the customer to try a soft factory reset.,Customer is complaining that he is not getting the notifications anymore on his Xbox. Agent suggest him to try a soft factory reset of his Xbox one console via provided link and also ask to sign in again by following the provided URL to resolve the issue and also to restart the device.
158,"472071: @XboxSupport why aren't I getting notifications anymore on my Xbox? I've checked settings and there all on, done a hard restart.... nothing!
XboxSupport: @472071 Hi there, please try a soft factory reset of your Xbox One console: https://t.co/K9uQAXh0DA selecting  1 ^ZM
XboxSupport: @472071 Thanks for reaching back out! To check, do other profiles on the console receive notifications normally when signed in?  ^QZ
472071: @XboxSupport In fact it's the only 1 profile I have on my console
XboxSupport: @472071 Thanks for clarifying that. If you remove your profile: https://t.co/zJxn1EMf83 then… ^QZ
",Customer is complaining that he is not receiving any notification on xbox. Agent suggested to remove profile then a power cycle and try sign in again.,Customer is complaining that why aren't getting notifications anymore on his Xbox. Agent updated that to try a soft factory reset of his Xbox one console and also asked to remove his profile via provided link and also updated that if they remove their profile then they will be able to reach back to them.
159,"537180: @Tesco trying to order online, but apparently need to resent my password. But the password reset email never arrives. Help?
537180: @Tesco Yep, I've also monitored the inbound MTA after making the reset requests and no mail from Tesco even gets as far as our mail servers.
Tesco: @537180 Hi there. Please DM your full name, address and email so I may look into this. - Helena https://t.co/py5Z991Bme
537180: @Tesco I've done that. Was hoping to place my order tonight; that's not looking likely. Maybe @sainsburys can satisfy my shopping needs...
",Customer is trying to make online shopping but it asks to resent password which never appears via mail. Agent asked customer to check junk or spam mails and updated to send name and email address to assist further.,"Customer is complaining about the password reset email never arrives. Agent requests to DM their full name, address and email so that they can look into this issue and also suggests to place an online order at sainsburys store for the same night as the customer wants to buy a product."
160,"537180: @Tesco trying to order online, but apparently need to resent my password. But the password reset email never arrives. Help?
Tesco: @537180 Hi there. Please DM your full name, address and email so I may look into this. - Helena https://t.co/py5Z991Bme
Tesco: @537180 Glad to hear that :) If there's anything else please get in touch. Regards - James
",Customer complaining that he is trying to order online but need to reset his password but password reset email never arrives. Agent asking his to dm his full name address and email to look into that  error.,"The customer is complaining that he is unable to order online and need to resent his password. The agent asked to dm his full name, address and email so that they can look into this and asked to get in touch if there is anything else to do with it."
161,"537180: @Tesco trying to order online, but apparently need to resent my password. But the password reset email never arrives. Help?
537180: @Tesco trying to order online, but apparently need to resent my password. But the password reset email never arrives. Help?
Tesco: @537180 Have you checked your junk or spam email? :) Ty - James
Tesco: @537180 Hi there. Please DM your full name, address and email so I may look into this. - Helena https://t.co/py5Z991Bme
","The customer says that he is trying to order online, but apparently need to reset his password and the password reset email never arrives to his email. The agent asks whether the customer checked his junk or spam email and asks to DM his full name, address and emails so that they can assist further on the issue.","Customer is complaining about the password reset email which has never arrived. Agent requests to DM full name, address and email so that they can look into this issue. Also asks to check the junk or spam email and to DM the full name and address to assist further on the issue."
162,"692502: @AmericanAir I need to change my last name to my married name on my AAdvantage acct. Help.
AmericanAir: @692502 Our specialists are available to help. Give them a call at 800-882-8880.
692502: @AmericanAir FYI The only thing customer service did was email me a prompt to provide proof of my name change. @116450 allowed me to perform this step via their website. United 1, AA 0.
AmericanAir: @692502 Please submit the docs that our Customer Service team is requesting then. We appreciate your cooperation.
",The customer is asking to change their name. The agent asked the customer to call them at 800-882-8880 for further assistance.,Customer is complaining that they need to change their last name to their married name on their AAdvantage acct. Agent updated that their specialists are available to help and asked to submit the docs that their customer service team is requesting then appreciate their cooperation. Finally the agent updated that the customer service did email them a prompt to provide proof of their name change and allowed them to perform this step via their website.
163,"692502: @AmericanAir I need to change my last name to my married name on my AAdvantage acct. Help.
AmericanAir: @692502 For security purposes, all name changes have to be handled through AAdvantage Customer Service directly. They'll gladly assist you, Janel.
692502: @AmericanAir FYI The only thing customer service did was email me a prompt to provide proof of my name change. @116450 allowed me to perform this step via their website. United 1, AA 0.
AmericanAir: @692502 Great! Please continue working with them and they'll let you know what the next steps are.
",Customer wants to change his last name to married name on AAdvantage act. Agent provided the specialist number ask asked to give a call and asked to submit the docs to the customer service team.,"Customer is complaining that they need to change their last name to their married name on their AAdvantage acct. Agent updated that for security purposes, all name changes have to be handled through AAdadvant customer service directly and asked to continue working with them and they will let you know what the next steps are."
164,"692502: @AmericanAir I need to change my last name to my married name on my AAdvantage acct. Help.
AmericanAir: @692502 Our specialists are available to help. Give them a call at 800-882-8880.
AmericanAir: @692502 Our specialists are available to help. Give them a call at 800-882-8880.
AmericanAir: @692502 For security purposes, all name changes have to be handled through AAdvantage Customer Service directly. They'll gladly assist you, Janel.
",Customer enquiring that he need to change her  last name to his  married  name on her advantage account. Agent suggests that his specialists are available to help give a call  to this number and also for security purposes all name changes have to be handled through advantage customer service directly.,"Customer is complaining that they need to change their last name to their married name on their AAdvantage acct. Agent updated that for security purposes, all name changes have to be handled through aAdvantage customer service directly and informed that their specialists are available to help and asked to call at 800-882-8880."
165,"692502: @AmericanAir I need to change my last name to my married name on my AAdvantage acct. Help.
AmericanAir: @692502 Our specialists are available to help. Give them a call at 800-882-8880.
AmericanAir: @692502 For security purposes, all name changes have to be handled through AAdvantage Customer Service directly. They'll gladly assist you, Janel.
AmericanAir: @692502 Great! Please continue working with them and they'll let you know what the next steps are.
","The customer says that she wants to change her name to her married name on her AAdvantage acct. The agent asks to give a call to a provided number and adds that for security purposes, all name changes have to be handled through AAdvantage customer service directly and asks to continue working with them so that they will let her know the steps to be followed.","Customer is complaining that they need to change their last name to their married name on their AAdvantage acct. Agent updated that for security purposes, all name changes have to be handled through aAdvantage customer service directly and asked to continue working with them and they will let them know what the next steps are."
166,"165574: When oh when are @115769 going to fix the map module in LRCC? Still goes offline. #lightroom #annoyed
AdobeCare: @165574 Hi Gerry, what is the version of Lightroom installed on your computer, as this issue has been resolved in 2015.12/6.12.  ^Tanuj
AdobeCare: @165574 We're looping in an expert who can help you out here. They will reply as soon as they're available. ^Raj
AdobeCare: @165574 Do you need assistance in uninstalling &amp; reinstalling ? Please confirm. ^Raj
AdobeCare: @165574 Sure, please let us know how does the installation goes. ^Raj
",Customer is having an issue with map module in LRCC. Agent updated that they were in looping with experts and also update the customer to uninstall and reinstalling Light room once.,Customer is complaining that when oh when are @115769 going to fix the map module in LRCC still goes offline. Agent updated that they are looping in an expert who can help them out here and asked to uninstalling and reinstalling and also informed to let them know how does the installation goes.
167,"165574: When oh when are @115769 going to fix the map module in LRCC? Still goes offline. #lightroom #annoyed
165574: When oh when are @115769 going to fix the map module in LRCC? Still goes offline. #lightroom #annoyed
AdobeCare: @165574 Hi Gerry, will it be possible for you to uninstall and reinstall Lightroom once?  ^Tanuj
",Customer is complaining about some problem with his Lightroom app. Agent suggests to uninstall and reinstall the app once.,"The customer is complaining that when oh when are @115769 going to fix the map module in LRCC, it still goes offline. The agent asked whether it is possible to uninstall and reinstall lightroom once and asked the customer to reach out them via provided link."
168,"165574: When oh when are @115769 going to fix the map module in LRCC? Still goes offline. #lightroom #annoyed
AdobeCare: @165574 We're looping in an expert who can help you out here. They will reply as soon as they're available. ^Raj
",The customer is complaining that when you going to fix the map module in lrcc. The agent updated that they are looping in an expert who can help them out there.,The customer is complaining that the map module in LRCC still goes offline. The agent updated that they are looping in an expert who can help them out here and they will reply as soon as they are available to resolve the issue.  Finally the issue is resolved and the customer is happy with that.
169,"710558: @Uber_Support I am curious if when there are no drivers and ones food gets ice cold and soggy if it's policy to still charge the cust
Uber_Support: @710558 It seems a member of our team has reached out to you. Please check your email and follow up with them there.
710558: @Uber_Support Yes I had an email letting me know one of the 2 lattes were refunded. So I got the discount of a drink for an entire meal we couldn't even eat. Very poor customer service
Uber_Support: @710558 Thanks for the feedback, Jenn.  We've escalated your support inquiry to a specialist, and someone will be reaching out to you momentarily. We appreciate your continued patience.
710558: @Uber_Support I received an email and not satisfactory at all! I hope people know u run the risk of loosing your money when using these food delivery companies! Mistakes? bad service? Well ur gonna still pay
Uber_Support: @710558 Sorry to hear about the trouble, Jenn. Please follow up via in-app with your concerns regarding this matter to streamline all communication in one support thread. We apologize for any inconvenience this may have caused.
",Customer wants refund for the meal he ordered since it wasn't satisfactory. Agent requests to follow up via in-app support thread and states that the issue has been escalated to a specialist.,"Customer is complaining about the service where there are no drivers and ones food gets ice cold and soggy if it's policy to still charge the cust. Agent updated that they have escalated their support inquiry to a specialist, and someone will be reaching out to you momentarily and asked to follow up via in-app with their concerns regarding this matter to streamline all communication in one support thread."
170,"710558: @Uber_Support I am curious if when there are no drivers and ones food gets ice cold and soggy if it's policy to still charge the cust
Uber_Support: @710558 Sorry to hear about the trouble! Send us a DM with your email address so we can connect.
710558: @Uber_Support Yes I had an email letting me know one of the 2 lattes were refunded. So I got the discount of a drink for an entire meal we couldn't even eat. Very poor customer service
710558: @Uber_Support The right thing here would've been to just refund the cost of a meal that went in the garbage and not a drink that was a few bucks.
Uber_Support: @710558 Thanks for the feedback, Jenn.  We've escalated your support inquiry to a specialist, and someone will be reaching out to you momentarily. We appreciate your continued patience.
","Customer is complaining to the Uber support that food is not delivered on time and also  says to refund the cost of a meal that went in the garbage. Agent says customer to check the inbox, spam and junk folders, for reply.","Customer is complaining about the service where there are no drivers and ones food gets ice cold and soggy if it's policy to still charge the cust. Agent updated that they have escalated their support inquiry to a specialist, and someone will be reaching out to you momentarily."
171,"460791: @azuresupport #azhelp:
Need  help with Site to Site VPN and PowerShell
460791: @AzureSupport I cant get the VPN to connect
460791: @AzureSupport I think the problem is with my IPSec setting but I dont know what the default settings are in Azure
AzureSupport: @460791 We found some documentation that might help with this: https://t.co/bpVcIb3zQJ ^MM
",Customer is facing problem to connect with VPN tunnel. Agent has provided a  document to  check and resolve the issue.,Customer is complaining that he cant get the VPN to connect. Agent updated that they found some documentation that might help with this issue and sent the URL to the customer to check it out for further assistance and also informed that they will look into this issue in the next 24 hours.
172,"460791: @AzureSupport I cant get the VPN to connect
460791: @AzureSupport I think the problem is with my IPSec setting but I dont know what the default settings are in Azure
460791: @AzureSupport I having problems getting my VPN tunnel to connect. I got with my router Vendor and they say i  do not have the IPsec Policy matching between Azure and my on-P Router. https://t.co/iVZr9GwPxz
AzureSupport: @460791 We found some documentation that might help with this: https://t.co/bpVcIb3zQJ ^MM
",The customer is saying that he cant connect to VPN and he complained with router vendor they say he do not have IPsec policy matching between azure and router. The Agent provided some documents to resolve the issue to the customer.,Customer is complaining that he is unable to connect the VPN. Agent updated that they found some documentation that might help with this and also informed that they are looking into the issue with IPsec Policy matching between Azure and his on-p router and also provided the link to resolve the issue.
173,"460791: @AzureSupport I think the problem is with my IPSec setting but I dont know what the default settings are in Azure
460791: @AzureSupport I having problems getting my VPN tunnel to connect. I got with my router Vendor and they say i  do not have the IPsec Policy matching between Azure and my on-P Router. https://t.co/iVZr9GwPxz
AzureSupport: @460791 We found some documentation that might help with this: https://t.co/bpVcIb3zQJ ^MM
",Customer is seeking for the help where he is facing VPN connectivity issue and powershell issue. Agent replied that they have some documentation which will help.,Customer is complaining that he is facing problem with his IPSec setting but he doesn't know what the default settings are in Azure. Agent updated that they found some documentation that might help with this:URLURLURL provided to assist further on the issue and sent the URL to the customer.
174,"460791: @azuresupport #azhelp:
Need  help with Site to Site VPN and PowerShell
460791: @AzureSupport I cant get the VPN to connect
460791: @AzureSupport I think the problem is with my IPSec setting but I dont know what the default settings are in Azure
AzureSupport: @460791 We're looking into this and will keep you updated on our findings. ^MM
AzureSupport: @460791 We found some documentation that might help with this: https://t.co/bpVcIb3zQJ ^MM
",Customer is complaining about some issues with IPSec settings as a result he is unable to connect to the VPN. Agent shares a document to follow in resolving the issue.,Customer is complaining that he cant get the VPN to connect. Agent updated that they found some documentation that might help with this:URLURLURL provided to assist further on the issue and informed that they will keep them updated on their findings and also provided the link to find some documentation.
175,"211122: I've subscribed to @GooglePlayMusic and it isn't working. Says I need to subscribe. What's going wrong
GooglePlayMusic: @211122 Hi there. Just to confirm, are you signed into the right account? Keep us posted!
GooglePlayMusic: @211122 Understood. We definitely want to sort this for you. Let's connect you to one of our specialists here: https://t.co/OBpFyeCluN
GooglePlayMusic: @211122 Thanks for the info. Let's connect you with our Play Music specialist to sort this out: https://t.co/48pmksEb5g. Hope this gets resolved!
","Customer enquirers about issue with  subscribing google play music. Agent informs customer to get connect with their Play Music specialist to sort this issue,.",Customer is complaining that he has subscribed to @GooglePlayMusic and it isn't working. Agent updated that let's connect him with their play music specialist to sort this out and hope that this will get resolved soon. Finally the agent updated that they will connect them to one of their specialists and sent the URL to the customer.
176,"211122: I've subscribed to @GooglePlayMusic and it isn't working. Says I need to subscribe. What's going wrong
GooglePlayMusic: @211122 Hi there. Just to confirm, are you signed into the right account? Keep us posted!
211122: @GooglePlayMusic I don't know what you need. I have signed up. Yet when I try play a song It says I need to subscribe x
GooglePlayMusic: @211122 Thanks for the info. Let's connect you with our Play Music specialist to sort this out: https://t.co/48pmksEb5g. Hope this gets resolved!
",Customer is complaining about the subscription which hasn't reflected in the account. Agent states that they would connect the customer with play music specialist for further assistance.,Customer is complaining that he has subscribed to Google play music and it isn't working. Agent updated that they will connect with their play music specialist to sort this out and hope that it will get resolved soon. Finally the agent updated that the issue has been resolved and they will send the link to the customer.
177,"211122: I've subscribed to @GooglePlayMusic and it isn't working. Says I need to subscribe. What's going wrong
211122: I've subscribed to @GooglePlayMusic and it isn't working. Says I need to subscribe. What's going wrong
GooglePlayMusic: @211122 Hi there. Just to confirm, are you signed into the right account? Keep us posted!
GooglePlayMusic: @211122 Hmm. Share any screenshots or details w/ us and we'll take a look. Thanks for the info!
GooglePlayMusic: @211122 Thanks for the info. Let's connect you with our Play Music specialist to sort this out: https://t.co/48pmksEb5g. Hope this gets resolved!
",The customer says that he had subscribed to @GooglePlayMusic and it isn't working and it says he need to subscribe. The agent asks whether the customer signed in to right account then asks to share the screenshots or details to them and adds that they will connect him to their Play Music specialist to sort it out.,Customer is complaining that he has subscribed to google play music and it isn't working. Agent updates that they will connect with their play music specialist to sort this out and also updates that this issue will be resolved in the next 24 hours. Finally the agent asks whether the customer has signed into the right account and asks to share any screenshots or details with them and they will take a look.
178,"123068: @AppleSupport AirPods are connected but don’t play audio anymore any troubleshooting tips?
AppleSupport: @123068 We can certainly take a look!  To begin, does this occur with all devices or just one?
AppleSupport: @123068 We can certainly take a look!  To begin, does this occur with all devices or just one?
AppleSupport: @123068 Alright, can you tell us what iOS version you're currently on?  Also, have you tried unpairing and pairing your AirPods again?
AppleSupport: @123068 We'd recommend creating a backup of the data on both devices and updating to iOS 11.1. Please let us know if this helps.
",Customer is asking  for troubleshoot tips airpods are connected but don't play audio anymore. Agent is telling that we are certainly take a look and asking current ios version.,Customer is complaining that airpods are connected but don't play audio anymore any troubleshooting tips. Agent updated that to create a backup of the data on both devices and updating to iOS 11.1.1 and also suggested to try unpairing and pairing the AirPods again.
179,"123068: @AppleSupport AirPods are connected but don’t play audio anymore any troubleshooting tips?
AppleSupport: @123068 We can certainly take a look!  To begin, does this occur with all devices or just one?
AppleSupport: @123068 Alright, can you tell us what iOS version you're currently on?  Also, have you tried unpairing and pairing your AirPods again?
123068: @AppleSupport iPad 11.0.3 iPhone 11.0.3 and yes I have tried unpairing and issue still persisted
AppleSupport: @123068 We'd recommend creating a backup of the data on both devices and updating to iOS 11.1. Please let us know if this helps.
",Customer is unable to play a music when air pod device is connected. Agent resolving the issue by updating the software of it.,Customer is complaining that his iphone is not working properly. Agent updated that to create a backup of the data on both devices and update to iOS 11.1.3. Agent also updated that they would recommend creating a backup on both device and updating to iOS.
180,"123068: @AppleSupport AirPods are connected but don’t play audio anymore any troubleshooting tips?
AppleSupport: @123068 We can certainly take a look!  To begin, does this occur with all devices or just one?
AppleSupport: @123068 Alright, can you tell us what iOS version you're currently on?  Also, have you tried unpairing and pairing your AirPods again?
123068: @AppleSupport iPad 11.0.3 iPhone 11.0.3 and yes I have tried unpairing and issue still persisted
AppleSupport: @123068 We'd recommend creating a backup of the data on both devices and updating to iOS 11.1. Please let us know if this helps.
",Customer is complaining that Airpods is connected but don't play audio anymore any troubleshooting. Agent recommend creating a backup of the data on both devices and updating to iOS 11.1.,Customer is complaining that his iphone is not working properly. Agent updated that to create a backup of the data on both devices and update to iOS 11.1.3. Agent also updated that they would recommend creating a backup on both device and updating to iOS.
181,"123068: @AppleSupport AirPods are connected but don’t play audio anymore any troubleshooting tips?
AppleSupport: @123068 We can certainly take a look!  To begin, does this occur with all devices or just one?
AppleSupport: @123068 Alright, can you tell us what iOS version you're currently on?  Also, have you tried unpairing and pairing your AirPods again?
AppleSupport: @123068 We'd recommend creating a backup of the data on both devices and updating to iOS 11.1. Please let us know if this helps.
","The customer says that the AirPods are connected but don't play audio anymore and asks for the troubleshooting steps. The agent asks does that occur with all devices or jsust one, what is the iOS version he is currently on and recommends creating a backup of the data on both devices and updating to iOS 11.1.",Customer is complaining that his airpods are connected but don't play audio anymore any troubleshooting tips. Agent updated that to create a backup of the data on both devices and updating to iOS 11.1.1 and also informed that to follow the steps to resolve the issue.
182,"558798: @115888 Hey, why won't the Tom Petty solo albums/songs start when pressing play anymore? My Petty playlist is ruined. RUINED, I TELL YOU.
558798: @SpotifyCares Restart didn’t do anything.
SpotifyCares: @558798 Awesome, that's what we like to hear! If you need us again, just... https://t.co/AUc7DGJpgF 😁 /NY
",Customer complaints about playlist being reuined. Agent informs customer to use URL link if he need further support .,"The customer is complaining that why won't the Tom Petty solo albums/songs start when pressing play anymore. The agent updated that if they need them again, just ask to share an URL.    and they will get back to them asap. and they are happy to hear them."
183,"558798: @115888 Hey, why won't the Tom Petty solo albums/songs start when pressing play anymore? My Petty playlist is ruined. RUINED, I TELL YOU.
SpotifyCares: @558798 Hey! Help's here. Can you let us know what device, operating system, and Spotify version you're rocking? We'll see what we can suggest /RA
SpotifyCares: @558798 2: to resync your tunes again. Let us know how it plays out /NY
",The customer complaining that tom petty solo album was not start even after pressing the play button. The agent asked them to resync their tunes again.,"The customer is complaining that why won't the Tom Petty solo albums/songs start when pressing play anymore. The agent asked to let them know what device, operating system, and spotify version they are rocking and asked to resync their tunes again and to let us know how it plays out."
184,"558798: @115888 Hey, why won't the Tom Petty solo albums/songs start when pressing play anymore? My Petty playlist is ruined. RUINED, I TELL YOU.
SpotifyCares: @558798 Hey! Help's here. Can you let us know what device, operating system, and Spotify version you're rocking? We'll see what we can suggest /RA
SpotifyCares: @558798 Got it! Could you send us a screenshot of the exact error message you're getting every time you try to play his tracks? /RA
558798: @SpotifyCares No message, just doesn't respond when pressing the solo songs. They get skipped when playing the playlist. A license thing, perhaps? https://t.co/hKaSKu8c1n
558798: @SpotifyCares Restart didn’t do anything.
",Customer is complaining they won't the tom petty solo albums / songs start when pressing play anymore. Agent updated that to resync there tunes again.,Customer is complaining that why won't the Tom Petty solo albums/songs start when pressing play anymore. Agent updated that to send them a screenshot of the exact error message they are getting every time they try to play his tracks and also informed that Restart didn't do anything.
185,"218878: Anyone trying to update their @115858 iPhone to #ios1102 and getting this screenshot? Can't update, can't restore. Phone dead. 😬 https://t.co/L9OoftxAYN
218878: Anyone trying to update their @115858 iPhone to #ios1102 and getting this screenshot? Can't update, can't restore. Phone dead. 😬 https://t.co/L9OoftxAYN
218878: Anyone trying to update their @115858 iPhone to #ios1102 and getting this screenshot? Can't update, can't restore. Phone dead. 😬 https://t.co/L9OoftxAYN
AppleSupport: @218878 We will need to restore your iPhone via Recovery Mode. This article walks you through it:
https://t.co/iYLZzFD8qZ
",Customer is enquiring that anyone is trying to update their iPhone  to IOS and getting their screenshot because they cant update cant restore phone dead. Agent says they will need to restore their iPhone via recovery mode.,Customer is complaining that he is unable to update his iPhone to #ios1102 and getting the screenshot. Agent updated that they will need to restore his iPhone via recovery mode and also provided an article to walk through it and also informed that they can restore their iPhone via Recovery Mode.
186,"218878: Anyone trying to update their @115858 iPhone to #ios1102 and getting this screenshot? Can't update, can't restore. Phone dead. 😬 https://t.co/L9OoftxAYN
218878: Anyone trying to update their @115858 iPhone to #ios1102 and getting this screenshot? Can't update, can't restore. Phone dead. 😬 https://t.co/L9OoftxAYN
AppleSupport: @218878 To clarify, is there anything showing on the screen of your iPhone when you attempt to restore? Let us know, we'd like to help.
AppleSupport: @218878 We will need to restore your iPhone via Recovery Mode. This article walks you through it:
https://t.co/iYLZzFD8qZ
218878: @AppleSupport I unplugged the phone from my Mac keyboard's USB and instead straight into the Mac and the Restore completed. No idea why that matters. #fin
",Customer is having an issue with updating his iPhone to # iOS 1102 and can't even restore. Agent updated that they will need to restore iPhone via Recovery mode.,Customer is complaining that he is unable to update his iPhone to #ios1102 and getting this screenshot. Agent updated that they will need to restore his iPhone via recovery mode and provided an article to walk through it and also informed that he unplugged the phone from his mac keyboard's USB and instead of straight into the mac and the Restore completed.
187,"218878: Anyone trying to update their @115858 iPhone to #ios1102 and getting this screenshot? Can't update, can't restore. Phone dead. 😬 https://t.co/L9OoftxAYN
218878: Anyone trying to update their @115858 iPhone to #ios1102 and getting this screenshot? Can't update, can't restore. Phone dead. 😬 https://t.co/L9OoftxAYN
218878: Anyone trying to update their @115858 iPhone to #ios1102 and getting this screenshot? Can't update, can't restore. Phone dead. 😬 https://t.co/L9OoftxAYN
AppleSupport: @218878 We will need to restore your iPhone via Recovery Mode. This article walks you through it:
https://t.co/iYLZzFD8qZ
AppleSupport: @218878 We will need to restore your iPhone via Recovery Mode. This article walks you through it:
https://t.co/iYLZzFD8qZ
",Customer is complaining that he is unable to update and restore his iPhone. Agent suggests to restore using Recovery mode and shares an article regarding the procedure.,Customer is complaining that he is unable to update his iPhone to #ios1102 and getting the screenshot. Agent updated that they will need to restore his iPhone via recovery mode and provided an article to walk through it and also informed that they can restore their phone via Recovery Mode.
